iter	RMSE
1665	7.383436481
1666	7.383436417
1667	7.383423731
1668	7.383027578
1669	7.38280272
1670	7.382123037
1671	7.382121427
1672	7.3818543
1673	7.381168156
1674	7.380042675
1675	7.380023075
1676	7.380010713
1677	7.379627892
1678	7.379592126
1679	7.379455271
1680	7.378289872
1681	7.378091971
1682	7.378091905
1683	7.377851325
1684	7.377610154
1685	7.375864432
1686	7.37482759
1687	7.374781037
1688	7.374198485
1689	7.374009565
1690	7.373997011
1691	7.373987964
1692	7.373376663
1693	7.372539999
1694	7.371537772
1695	7.371533871
1696	7.371533795
1697	7.371197628
1698	7.370894031
1699	7.370886886
1700	7.370628017
1701	7.370624119
1702	7.369561537
1703	7.369544698
1704	7.36953087
1705	7.368068035
1706	7.367859794
1707	7.367259196
1708	7.36676485
1709	7.366758127
1710	7.36627484
1711	7.366262803
1712	7.366246703
1713	7.365753038
1714	7.365740585
1715	7.36552586
1716	7.365037663
1717	7.364948468
1718	7.364939706
1719	7.364393038
1720	7.364376653
1721	7.363834082
1722	7.363830168
1723	7.363227807
1724	7.363098765
1725	7.363085563
1726	7.363078102
1727	7.363074176
1728	7.363041994
1729	7.363041913
1730	7.361873478
1731	7.361698933
1732	7.361692912
1733	7.361656675
1734	7.361655361
1735	7.361653982
1736	7.361642606
1737	7.361314282
1738	7.36130204
1739	7.361298098
1740	7.35980797
1741	7.359777551
1742	7.359005378
1743	7.358999477
1744	7.358995524
1745	7.358553452
1746	7.358547965
1747	7.35733436
1748	7.355680701
1749	7.355676735
1750	7.355415954
1751	7.355378242
1752	7.35537182
1753	7.35497803
1754	7.354971479
1755	7.354971379
1756	7.354965184
1757	7.354697268
1758	7.354387137
1759	7.354387034
1760	7.353467317
1761	7.352960368
1762	7.352956354
1763	7.351441802
1764	7.351413425
1765	7.350555159
1766	7.34987874
1767	7.349746668
1768	7.349740957
1769	7.3497057
1770	7.349268328
1771	7.34863694
1772	7.348319303
1773	7.348010777
1774	7.34800962
1775	7.346998467
1776	7.346994427
1777	7.346754943
1778	7.346746876
1779	7.346745757
1780	7.345681565
1781	7.344348432
1782	7.34393068
1783	7.343922385
1784	7.342873727
1785	7.342868932
1786	7.342751745
1787	7.342233545
1788	7.342214167
1789	7.341245504
1790	7.340727383
1791	7.340613135
1792	7.340256166
1793	7.340245388
1794	7.340240774
1795	7.340118944
1796	7.339772101
1797	7.339771085
1798	7.339622142
1799	7.339607174
1800	7.339553883
1801	7.33955372
1802	7.339552698
1803	7.339535684
1804	7.339535584
1805	7.339531463
1806	7.339525487
1807	7.339510844
1808	7.338469182
1809	7.33795662
1810	7.33795561
1811	7.337299777
1812	7.337293508
1813	7.337267199
1814	7.336937053
1815	7.336935156
1816	7.336929374
1817	7.336884864
1818	7.335886726
1819	7.3358858
1820	7.335884884
1821	7.335867936
1822	7.335444459
1823	7.335332317
1824	7.335328097
1825	7.335323467
1826	7.335311313
1827	7.335307116
1828	7.334857732
1829	7.334637837
1830	7.333888089
1831	7.333700256
1832	7.333411104
1833	7.333406897
1834	7.333300988
1835	7.332863228
1836	7.332859012
1837	7.332853315
1838	7.332851517
1839	7.332849734
1840	7.332647955
1841	7.332523769
1842	7.332522015
1843	7.332285944
1844	7.332277861
1845	7.331331237
1846	7.330977366
1847	7.330911561
1848	7.33047377
1849	7.329699983
1850	7.329512449
1851	7.329512343
1852	7.328500718
1853	7.32848967
1854	7.328485368
1855	7.327469503
1856	7.327454656
1857	7.327444213
1858	7.32692298
1859	7.326917618
1860	7.326913305
1861	7.326913194
1862	7.326903226
1863	7.326880258
1864	7.325851944
1865	7.325848401
1866	7.325838664
1867	7.325837814
1868	7.325648205
1869	7.325545128
1870	7.325545015
1871	7.32553947
1872	7.325451751
1873	7.325334893
1874	7.325047654
1875	7.325045972
1876	7.324314156
1877	7.323179884
1878	7.322736753
1879	7.321853801
1880	7.321849458
1881	7.321038488
1882	7.320839955
1883	7.320839835
1884	7.319792216
1885	7.319791622
1886	7.319713879
1887	7.319703301
1888	7.319359799
1889	7.319351981
1890	7.319351866
1891	7.319075828
1892	7.318916653
1893	7.318898711
1894	7.318894415
1895	7.318893666
1896	7.318610292
1897	7.318605257
1898	7.317072386
1899	7.3170679
1900	7.316926978
1901	7.316831344
1902	7.316822662
1903	7.316781121
1904	7.316568011
1905	7.316212576
1906	7.314763404
1907	7.314751317
1908	7.314432415
1909	7.314428211
1910	7.314428092
1911	7.31441224
1912	7.314411544
1913	7.31440715
1914	7.314407044
1915	7.313888133
1916	7.313887347
1917	7.313882134
1918	7.313880435
1919	7.313872256
1920	7.313571218
1921	7.313541129
1922	7.313536735
1923	7.313532362
1924	7.312626527
1925	7.31262642
1926	7.31216942
1927	7.312123926
1928	7.311150651
1929	7.311150541
1930	7.310475404
1931	7.309594035
1932	7.30942744
1933	7.30942733
1934	7.308939027
1935	7.307464545
1936	7.30690468
1937	7.30605019
1938	7.305894091
1939	7.304999765
1940	7.304999588
1941	7.304991884
1942	7.304991773
1943	7.304987424
1944	7.304865537
1945	7.304398324
1946	7.304391688
1947	7.303760706
1948	7.302572255
1949	7.302569751
1950	7.302569572
1951	7.302559316
1952	7.301207231
1953	7.301202522
1954	7.301153475
1955	7.3011003
1956	7.30098169
1957	7.300980231
1958	7.300971114
1959	7.300970999
1960	7.300484957
1961	7.298202035
1962	7.29721158
1963	7.297056792
1964	7.296834034
1965	7.296829066
1966	7.296813568
1967	7.296806435
1968	7.296695476
1969	7.296690777
1970	7.296092557
1971	7.295806183
1972	7.295386545
1973	7.295385897
1974	7.29424166
1975	7.293823077
1976	7.293822957
1977	7.293822839
1978	7.293764662
1979	7.293728315
1980	7.293518721
1981	7.293503907
1982	7.293503276
1983	7.293503157
1984	7.293058168
1985	7.293058048
1986	7.292853145
1987	7.292849516
1988	7.292695617
1989	7.292686651
1990	7.29241305
1991	7.292264213
1992	7.292153126
1993	7.292144352
1994	7.292143668
1995	7.291838384
1996	7.291820877
1997	7.291792488
1998	7.291792377
1999	7.291515759
