iter	RMSE
530	7.836324666
531	7.834703585
532	7.834449764
533	7.834416964
534	7.83372924
535	7.833015302
536	7.83300659
537	7.832974895
538	7.832477403
539	7.831426593
540	7.831395781
541	7.829816043
542	7.828561295
543	7.827498331
544	7.826998298
545	7.826788259
546	7.826730642
547	7.826573608
548	7.825884021
549	7.825819728
550	7.825650669
551	7.82454285
552	7.824423411
553	7.822093293
554	7.822031622
555	7.820804748
556	7.820692074
557	7.820665317
558	7.820617533
559	7.820544909
560	7.820507328
561	7.81950193
562	7.819215296
563	7.819132331
564	7.81903288
565	7.818869234
566	7.818763303
567	7.816886899
568	7.816722724
569	7.815834638
570	7.815738957
571	7.814834527
572	7.814701533
573	7.814637914
574	7.814590918
575	7.814431153
576	7.814405961
577	7.813614929
578	7.812650901
579	7.812628391
580	7.81124379
581	7.811208952
582	7.810189911
583	7.809536145
584	7.808144528
585	7.808107237
586	7.808085985
587	7.807460424
588	7.806570616
589	7.806515787
590	7.804861074
591	7.80481746
592	7.80465973
593	7.804608718
594	7.804522849
595	7.804502769
596	7.80222644
597	7.801492225
598	7.800714114
599	7.800549385
600	7.800505657
601	7.800379079
602	7.798646684
603	7.798627606
604	7.798608696
605	7.798517009
606	7.79848259
607	7.797308508
608	7.796969621
609	7.796933896
610	7.796817013
611	7.796630451
612	7.796139925
613	7.794676579
614	7.794639809
615	7.794611758
616	7.794593124
617	7.79347188
618	7.793375808
619	7.793166541
620	7.793092649
621	7.792976079
622	7.792166588
623	7.792125765
624	7.792109552
625	7.79051022
626	7.789396876
627	7.789293539
628	7.789201069
629	7.789099619
630	7.788836212
631	7.788689864
632	7.788474032
633	7.788458615
634	7.788360805
635	7.788272294
636	7.788245193
637	7.78812429
638	7.788109547
639	7.788042535
640	7.78793333
641	7.78651014
642	7.786423165
643	7.785626707
644	7.785599739
645	7.785576366
646	7.785547054
647	7.783871846
648	7.783854907
649	7.783749741
650	7.781983559
651	7.781241452
652	7.781228032
653	7.779966666
654	7.779953415
655	7.779940274
656	7.779838955
657	7.779739463
658	7.779548638
659	7.779468823
660	7.777797704
661	7.777718699
662	7.777283122
663	7.777236247
664	7.776434078
665	7.776329339
666	7.776301234
667	7.775175849
668	7.772364548
669	7.772352517
670	7.772276893
671	7.771989034
672	7.771967818
673	7.771057162
674	7.771033082
675	7.770713602
676	7.770694106
677	7.770249245
678	7.770109887
679	7.769062888
680	7.769043805
681	7.76887441
682	7.76793918
683	7.766411549
684	7.766389033
685	7.764595924
686	7.764558261
687	7.764054191
688	7.76243135
689	7.762409495
690	7.762318626
691	7.760903853
692	7.759339303
693	7.759334512
694	7.757472652
695	7.757320278
696	7.75502208
697	7.754933964
698	7.754904559
699	7.753263924
700	7.752300539
701	7.752240397
702	7.752070203
703	7.750636141
704	7.748804941
705	7.748788318
706	7.746750373
707	7.746722082
708	7.746662977
709	7.746642207
710	7.745981765
711	7.745972551
712	7.745958352
713	7.745947789
714	7.745822391
715	7.745815117
716	7.74571193
717	7.745600261
718	7.743744637
719	7.743533059
720	7.742675749
721	7.742588415
722	7.742560736
723	7.742552104
724	7.742517219
725	7.742490116
726	7.742409888
727	7.741576884
728	7.741058433
729	7.741041042
730	7.740969438
731	7.740961207
732	7.740890342
733	7.739232228
734	7.737936847
735	7.735302605
736	7.734574446
737	7.734490264
738	7.734483292
739	7.734475476
740	7.733928568
741	7.732782128
742	7.732704124
743	7.732666628
744	7.732658964
745	7.732592701
746	7.732520177
747	7.730704071
748	7.73069654
749	7.728187649
750	7.728180021
751	7.728108453
752	7.728084387
753	7.727963867
754	7.727895678
755	7.725145886
756	7.724337255
757	7.724255308
758	7.724199664
759	7.724187011
760	7.723219333
761	7.722495734
762	7.722427041
763	7.722412854
764	7.722351027
765	7.722324623
766	7.721248034
767	7.721180944
768	7.719400363
769	7.717492203
770	7.717432068
771	7.717372546
772	7.717303118
773	7.717298147
774	7.717239906
775	7.715667266
776	7.715660952
777	7.714490088
778	7.714415746
779	7.714170354
780	7.714114666
781	7.714052454
782	7.713996446
783	7.712090948
784	7.712079807
785	7.709618159
786	7.709557927
787	7.709486827
788	7.70836589
789	7.708299748
790	7.708246204
791	7.708240374
792	7.707404378
793	7.707351926
794	7.707341816
795	7.706239371
796	7.706235078
797	7.706178046
798	7.705023412
799	7.704632248
800	7.704626656
801	7.70419874
802	7.702769099
803	7.702765198
804	7.701290634
805	7.701285135
806	7.701279681
807	7.701270349
808	7.701225557
809	7.701216422
810	7.701172052
811	7.701168243
812	7.701124244
813	7.700300432
814	7.700240715
815	7.700196186
816	7.700130585
817	7.700126864
818	7.69838207
819	7.69837837
820	7.698322754
821	7.697616518
822	7.697178372
823	7.697118885
824	7.697072263
825	7.697068748
826	7.696815621
827	7.696810698
828	7.696759513
829	7.696695693
830	7.696616665
831	7.696608857
832	7.696568494
833	7.694552598
834	7.694547819
835	7.69451257
836	7.694505109
837	7.694378482
838	7.694325463
839	7.694320809
840	7.694256527
841	7.694250186
842	7.694226605
843	7.694219565
844	7.694214985
845	7.692546251
846	7.692543136
847	7.691621833
848	7.691580456
849	7.691483035
850	7.691437041
851	7.691434069
852	7.691373109
853	7.691370151
854	7.691367208
855	7.689291912
856	7.689258497
857	7.689225347
858	7.68922088
859	7.689183872
860	7.689179475
861	7.68913909
862	7.686666782
863	7.686634412
864	7.686071405
865	7.686068616
866	7.686065841
867	7.686034056
868	7.686031309
869	7.685983799
870	7.685981112
871	7.685056106
872	7.685025171
873	7.685023339
874	7.684992689
875	7.684988357
876	7.683668063
877	7.681504578
878	7.681474192
879	7.681417071
880	7.68138721
881	7.680463474
882	7.680460962
883	7.678922717
884	7.678849869
885	7.678794376
886	7.678792908
887	7.678729345
888	7.677905324
889	7.677046347
890	7.677017957
891	7.676989792
892	7.675518113
893	7.674658269
894	7.674630267
895	7.674602488
896	7.674598355
897	7.673072127
898	7.672113952
899	7.672105889
900	7.672103605
901	7.672101274
902	7.67209606
903	7.672094829
904	7.670572032
905	7.670526152
906	7.669580993
907	7.669126829
908	7.668229655
909	7.66818918
910	7.668068577
911	7.668041866
912	7.66803966
913	7.666397347
914	7.666395181
915	7.665390767
916	7.665388624
917	7.665386593
918	7.66528327
919	7.665281282
920	7.66290297
921	7.662900882
922	7.662875897
923	7.662873824
924	7.662838949
925	7.662809846
926	7.662807934
927	7.662755461
928	7.662342915
929	7.662278445
930	7.661431834
931	7.661406949
932	7.661379046
933	7.660080508
934	7.660039909
935	7.660007753
936	7.659980776
937	7.659976889
938	7.659974991
939	7.659948268
940	7.659897626
941	7.659895735
942	7.659869238
943	7.659820236
944	7.659774168
945	7.657954442
946	7.657952609
947	7.656540362
948	7.656510086
949	7.655045724
950	7.655044188
951	7.655042391
952	7.655040603
953	7.654995552
954	7.654962719
955	7.654961257
956	7.653066206
957	7.653044278
958	7.651373015
959	7.651361086
960	7.651359357
961	7.649432378
962	7.649430661
963	7.649403077
964	7.648634328
965	7.648632953
966	7.648611353
967	7.648608347
968	7.648576962
969	7.647381661
970	7.645994762
971	7.645993077
972	7.6459914
973	7.645961269
974	7.645959611
975	7.64593872
976	7.643843896
977	7.643823147
978	7.643821485
979	7.643821293
980	7.643072899
981	7.643048879
982	7.643045886
983	7.643025668
984	7.641636132
985	7.641600101
986	7.641598466
987	7.641598325
988	7.641597147
989	7.641595527
990	7.641572151
991	7.64144105
992	7.641440933
993	7.641439321
994	7.641402365
995	7.641372549
996	7.640682981
997	7.640623783
998	7.638494667
999	7.636683831
1000	7.636681149
1001	7.636662318
1002	7.636641159
1003	7.636639564
1004	7.63510917
1005	7.635107581
1006	7.633323462
1007	7.631498142
1008	7.631496556
1009	7.630248405
1010	7.629031288
1011	7.627099233
1012	7.626048029
1013	7.624844563
1014	7.623165957
1015	7.621924768
1016	7.6219033
1017	7.621558307
1018	7.62153323
1019	7.62067689
1020	7.620658823
1021	7.620302364
1022	7.620271731
1023	7.620270159
1024	7.620252461
1025	7.61924632
1026	7.618502926
1027	7.616682074
1028	7.615844953
1029	7.615409009
1030	7.615254412
1031	7.615235395
1032	7.615205209
1033	7.614276825
1034	7.6130326
1035	7.612410762
1036	7.611205181
1037	7.611126569
1038	7.611096774
1039	7.611096758
1040	7.611069638
1041	7.610106712
1042	7.60985809
1043	7.608544226
1044	7.608544211
1045	7.607665827
1046	7.607649686
1047	7.607320935
1048	7.605886617
1049	7.605859974
1050	7.604993308
1051	7.604953654
1052	7.604817383
1053	7.604816653
1054	7.604795882
1055	7.604794312
1056	7.60477872
1057	7.604778014
1058	7.603553727
1059	7.603264278
1060	7.60326425
1061	7.600721766
1062	7.600674779
1063	7.600674751
1064	7.600649992
1065	7.599833375
1066	7.598703011
1067	7.598674718
1068	7.598659935
1069	7.598640596
1070	7.598522393
1071	7.596148488
1072	7.595275149
1073	7.593530007
1074	7.593529394
1075	7.591763612
1076	7.591746015
1077	7.590877675
1078	7.590854957
1079	7.59022873
1080	7.590208974
1081	7.590193504
1082	7.590166321
1083	7.590152753
1084	7.589852318
1085	7.589852217
1086	7.589093452
1087	7.589076798
1088	7.589067453
1089	7.589054142
1090	7.587543066
1091	7.58754296
1092	7.586372627
1093	7.58637251
1094	7.586343155
1095	7.586343028
1096	7.586342902
1097	7.586292248
1098	7.586275513
1099	7.586249446
1100	7.586235202
1101	7.586220961
1102	7.5856227
1103	7.585594056
1104	7.583595586
1105	7.583581342
1106	7.58358116
1107	7.582771274
1108	7.582771083
1109	7.58276954
1110	7.581509274
1111	7.581374178
1112	7.580502991
1113	7.579872069
1114	7.579851887
1115	7.577654064
1116	7.577653841
1117	7.576231494
1118	7.576217067
1119	7.576197831
1120	7.576173017
1121	7.576152006
1122	7.576151741
1123	7.576151479
1124	7.575850205
1125	7.575838591
1126	7.574497002
1127	7.574394374
1128	7.574033587
1129	7.572448217
1130	7.571082599
1131	7.571082331
1132	7.570430179
1133	7.570407386
1134	7.570396096
1135	7.570375945
1136	7.57030369
1137	7.570303403
1138	7.570277129
1139	7.568640916
1140	7.568629871
1141	7.568628024
1142	7.568613596
1143	7.567184464
1144	7.56683038
1145	7.566002085
1146	7.565987926
1147	7.565400742
1148	7.564855601
1149	7.564855248
1150	7.564842545
1151	7.564829966
1152	7.563846937
1153	7.562511794
1154	7.562466602
1155	7.561802901
1156	7.561802393
1157	7.561189609
1158	7.561170795
1159	7.561159425
1160	7.560826784
1161	7.560147374
1162	7.558893179
1163	7.558042839
1164	7.557973469
1165	7.55790417
1166	7.557892435
1167	7.557880816
1168	7.557878861
1169	7.557860908
1170	7.557836687
1171	7.557814221
1172	7.556412956
1173	7.555834854
1174	7.555832897
1175	7.555080623
1176	7.555011676
1177	7.554464447
1178	7.553465002
1179	7.553439859
1180	7.553341353
1181	7.552494223
1182	7.552477084
1183	7.551698917
1184	7.551676007
1185	7.551562577
1186	7.550006552
1187	7.549265503
1188	7.549192141
1189	7.549189186
1190	7.549178576
1191	7.547847945
1192	7.54784596
1193	7.547836832
1194	7.547174997
1195	7.547172993
1196	7.547149479
1197	7.547140559
1198	7.547138537
1199	7.547136525
1200	7.546864739
1201	7.546832272
1202	7.546809131
1203	7.546800462
1204	7.546798408
1205	7.545999707
1206	7.54598396
1207	7.545274234
1208	7.545105228
1209	7.545103147
1210	7.545093897
1211	7.54508605
1212	7.544046851
1213	7.544021905
1214	7.544006605
1215	7.542538028
1216	7.542537871
1217	7.542535768
1218	7.542515705
1219	7.542513608
1220	7.541706806
1221	7.541697633
1222	7.541670136
1223	7.541184425
1224	7.538988249
1225	7.538973606
1226	7.538965464
1227	7.538942798
1228	7.538138441
1229	7.538123596
1230	7.537315853
1231	7.535486809
1232	7.53489685
1233	7.534888259
1234	7.534886092
1235	7.533042359
1236	7.532541009
1237	7.53253326
1238	7.530755127
1239	7.530713338
1240	7.530118968
1241	7.529904449
1242	7.529198805
1243	7.529169417
1244	7.529140233
1245	7.52875071
1246	7.527718652
1247	7.527677639
1248	7.525882445
1249	7.525874669
1250	7.525872324
1251	7.525851361
1252	7.525827055
1253	7.52428979
1254	7.524261348
1255	7.523218927
1256	7.522039261
1257	7.521569669
1258	7.521369807
1259	7.520825373
1260	7.52082297
1261	7.519169279
1262	7.518988493
1263	7.517439827
1264	7.516928285
1265	7.51692588
1266	7.516917779
1267	7.516768534
1268	7.516762017
1269	7.515481546
1270	7.515479116
1271	7.514357379
1272	7.514354962
1273	7.514322802
1274	7.514098761
1275	7.514081902
1276	7.514067027
1277	7.514046998
1278	7.513749164
1279	7.513746698
1280	7.513257108
1281	7.513111376
1282	7.513104924
1283	7.513098117
1284	7.512176943
1285	7.511886109
1286	7.510410804
1287	7.510063231
1288	7.509864686
1289	7.509722826
1290	7.508463015
1291	7.508250025
1292	7.508123963
1293	7.508117767
1294	7.508115227
1295	7.507679035
1296	7.507033821
1297	7.507027597
1298	7.50671603
1299	7.506429252
1300	7.506362664
1301	7.50558533
1302	7.505559595
1303	7.505133055
1304	7.50434207
1305	7.50433948
1306	7.503683163
1307	7.50339123
1308	7.503384334
1309	7.503378436
1310	7.503375815
1311	7.503369031
1312	7.503350074
1313	7.503347438
1314	7.503335623
1315	7.50332982
1316	7.503327169
1317	7.50330628
1318	7.503303654
1319	7.503301042
1320	7.50244707
1321	7.502441375
1322	7.502441349
1323	7.50243494
1324	7.502434915
1325	7.502432291
1326	7.50242968
1327	7.501562576
1328	7.501559986
1329	7.501085497
1330	7.500923451
1331	7.500016772
1332	7.500014176
1333	7.499619396
1334	7.497909796
1335	7.497907162
1336	7.49618186
1337	7.496179229
1338	7.496173192
1339	7.49616774
1340	7.49580972
1341	7.495809699
1342	7.49555931
1343	7.495189086
1344	7.494562031
1345	7.493247262
1346	7.492567273
1347	7.492322936
1348	7.492312098
1349	7.491769186
1350	7.491244885
1351	7.491013166
1352	7.490466983
1353	7.490464241
1354	7.490454048
1355	7.490448616
1356	7.490443245
1357	7.490440088
1358	7.490434657
1359	7.490414608
1360	7.488858932
1361	7.488856168
1362	7.488853417
1363	7.488848321
1364	7.488828328
1365	7.488825587
1366	7.488822861
1367	7.488515814
1368	7.488486646
1369	7.488468935
1370	7.488466183
1371	7.488465821
1372	7.488245558
1373	7.488242821
1374	7.487948263
1375	7.487925155
1376	7.486575949
1377	7.486570653
1378	7.486570319
1379	7.486545401
1380	7.486540143
1381	7.485630928
1382	7.48560818
1383	7.485603608
1384	7.485344616
1385	7.484633893
1386	7.482702973
1387	7.482680181
1388	7.481374997
1389	7.481374993
1390	7.480959042
1391	7.48093641
1392	7.48093611
1393	7.480931335
1394	7.480731255
1395	7.480728465
1396	7.480160609
1397	7.479900698
1398	7.47964606
1399	7.47900867
1400	7.478033707
1401	7.47802901
1402	7.478024147
1403	7.478020747
1404	7.477967908
1405	7.476978338
1406	7.476968886
1407	7.47696605
1408	7.47696323
1409	7.47578759
1410	7.474316046
1411	7.474311856
1412	7.47428304
1413	7.472766735
1414	7.4727661
1415	7.472046372
1416	7.470685592
1417	7.470682758
1418	7.470664293
1419	7.470322662
1420	7.468731741
1421	7.467454477
1422	7.467346902
1423	7.466162669
1424	7.466159765
1425	7.466156876
1426	7.46573031
1427	7.465725791
1428	7.465650038
1429	7.465068565
1430	7.465041008
1431	7.465006814
1432	7.465003871
1433	7.464673083
1434	7.464673083
1435	7.46467014
1436	7.464148225
1437	7.463473954
1438	7.463438417
1439	7.463066523
1440	7.463053204
1441	7.462435175
1442	7.461772057
1443	7.461108415
1444	7.460669655
1445	7.460645955
1446	7.458561142
1447	7.458557189
1448	7.458206288
1449	7.458201938
1450	7.458198064
1451	7.457891124
1452	7.457630036
1453	7.457567215
1454	7.45548251
1455	7.455117608
1456	7.455114513
1457	7.455075833
1458	7.45443094
1459	7.454427687
1460	7.454423687
1461	7.454401941
1462	7.453748994
1463	7.453696582
1464	7.453648574
1465	7.45363578
1466	7.453042652
1467	7.453039506
1468	7.45255106
1469	7.452495505
1470	7.45244454
1471	7.452313778
1472	7.452301208
1473	7.451538378
1474	7.451510713
1475	7.451507544
1476	7.450861242
1477	7.450821938
1478	7.449421188
1479	7.449405626
1480	7.449191704
1481	7.449188512
1482	7.449184769
1483	7.448091294
1484	7.448088111
1485	7.448007227
1486	7.447653777
1487	7.447632228
1488	7.446110352
1489	7.445409349
1490	7.444381544
1491	7.444157114
1492	7.444040502
1493	7.444036824
1494	7.443535178
1495	7.442904744
1496	7.442901528
1497	7.442885279
1498	7.44258436
1499	7.442146303
1500	7.442143107
1501	7.442117963
1502	7.442090276
1503	7.441015422
1504	7.440948207
1505	7.440495563
1506	7.440488166
1507	7.440472548
1508	7.440103942
1509	7.439001627
1510	7.438591361
1511	7.438587756
1512	7.438575965
1513	7.438093255
1514	7.438090569
1515	7.438090558
1516	7.438087225
1517	7.436276749
1518	7.435867809
1519	7.435867798
1520	7.435848063
1521	7.435682897
1522	7.435444654
1523	7.43537289
1524	7.435369446
1525	7.435354454
1526	7.435037508
1527	7.435019324
1528	7.434427924
1529	7.434407787
1530	7.433884043
1531	7.433256776
1532	7.433238095
1533	7.433212116
1534	7.433212099
1535	7.433197383
1536	7.433194749
1537	7.431698497
1538	7.431483971
1539	7.431483953
1540	7.431472791
1541	7.43023755
1542	7.429781891
1543	7.429327924
1544	7.427727302
1545	7.427529653
1546	7.427526194
1547	7.427502521
1548	7.426934827
1549	7.426573537
1550	7.426570086
1551	7.426566653
1552	7.426547036
1553	7.426543857
1554	7.426174092
1555	7.424380881
1556	7.422970634
1557	7.422566143
1558	7.422483796
1559	7.422462578
1560	7.421935202
1561	7.419866114
1562	7.419847913
1563	7.419844463
1564	7.419039381
1565	7.418155329
1566	7.417263315
1567	7.416799035
1568	7.416795904
1569	7.415605626
1570	7.415588315
1571	7.415442119
1572	7.414721538
1573	7.414491714
1574	7.414442503
1575	7.414438929
1576	7.414309771
1577	7.414019269
1578	7.412802675
1579	7.411894078
1580	7.411281281
1581	7.410025105
1582	7.410022998
1583	7.410019428
1584	7.410012578
1585	7.409995661
1586	7.409399935
1587	7.408887312
1588	7.408843573
1589	7.408836138
1590	7.40883264
1591	7.408758425
1592	7.408746173
1593	7.408737766
1594	7.408690707
1595	7.408044335
1596	7.407557143
1597	7.406244084
1598	7.405964334
1599	7.405947085
1600	7.405424506
1601	7.405420982
1602	7.40534273
1603	7.405115773
1604	7.40511385
1605	7.405110317
1606	7.403913791
1607	7.403869803
1608	7.403825472
1609	7.402913396
1610	7.402365
1611	7.402340156
1612	7.402316988
1613	7.401560885
1614	7.400858874
1615	7.40073844
1616	7.400731695
1617	7.399355853
1618	7.398661915
1619	7.396987554
1620	7.395592154
1621	7.395574595
1622	7.39477306
1623	7.394565124
1624	7.394550003
1625	7.393779447
1626	7.392414713
1627	7.392399178
1628	7.392344893
1629	7.392341319
1630	7.392337764
1631	7.392256688
1632	7.391867927
1633	7.391839219
1634	7.390741647
1635	7.390734828
1636	7.390728124
1637	7.390467261
1638	7.390460685
1639	7.389931622
1640	7.389907427
1641	7.389893994
1642	7.38901481
1643	7.389007521
1644	7.389001099
1645	7.388983787
1646	7.388969878
1647	7.388955635
1648	7.388015809
1649	7.388008756
1650	7.388001943
1651	7.387999381
1652	7.387997801
1653	7.387991515
1654	7.387073357
1655	7.387073298
1656	7.385593456
1657	7.384557861
1658	7.384557285
1659	7.384439444
1660	7.384433304
1661	7.384311236
1662	7.383740333
1663	7.383556067
1664	7.383437978
