Player,Player_ID,Pos,Age,Exp,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,AST% 3-4-5,OBPM 3-4-5,Yr
Rudy Gay,200752,PF,31,V,SAS,57,1231,18,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1,2.1,3.1,0.122,-0.7,1,0.3,0.7,N/A,N/A,2018
Rudy Gay,200752,SF,30,V,SAC,30,1013,17.9,0.559,0.256,0.312,4,17.5,10.8,13.9,2.2,2.3,12.8,25.8,0.8,1,1.8,0.086,0.3,0.4,0.7,0.7,N/A,N/A,2017
Rudy Gay,200752,SF,29,V,SAC,70,2379,15.5,0.538,0.214,0.252,4.7,15.9,10.4,8,2,1.7,11.1,22.4,1.8,2.1,3.8,0.078,-0.4,0.1,-0.4,1,N/A,N/A,2016
Rudy Gay,200752,SF,28,V,SAC,68,2408,19.7,0.556,0.197,0.352,4.8,13.7,9.4,19,1.5,1.3,12.4,27,4.8,1.3,6.1,0.122,2.8,-0.7,2.1,2.5,N/A,N/A,2015
Rudy Gay,200752,SF,27,V,TOT,73,2531,18.3,0.54,0.167,0.328,5,14.8,9.8,15.1,1.9,1.8,14.2,27.6,2.3,2.5,4.8,0.091,0.6,0.3,0.9,1.8,N/A,N/A,2014
Rudy Gay,200752,SF,26,V,TOT,75,2687,15.6,0.494,0.208,0.235,4.3,16.3,10.2,13.6,2.3,1.6,12.5,27.2,0.1,3.9,4,0.072,-0.5,0.9,0.5,1.7,N/A,N/A,2013
Rudy Gay,200752,SF,25,V,MEM,65,2422,17.8,0.521,0.162,0.246,6.1,14.1,10.1,10.8,2.1,1.8,12,25.1,2.8,3.3,6,0.12,1,0.8,1.8,2.3,N/A,N/A,2012
Rudy Gay,200752,SF,24,V,MEM,54,2152,17.8,0.548,0.166,0.277,4.5,14.2,9.3,11.6,2.2,2.2,12.2,23.3,2.7,2.9,5.5,0.123,1.4,1.4,2.7,2.6,N/A,N/A,2011
Rudy Gay,200752,SF,23,V,MEM,80,3175,16.2,0.535,0.157,0.311,4.2,13.2,8.7,7.8,1.9,1.5,10.3,22.5,4,2.4,6.4,0.096,0.7,-0.2,0.4,1.9,N/A,N/A,2010
Rudy Gay,200752,SF,22,V,MEM,79,2945,15.3,0.528,0.192,0.273,4.5,13.9,9.1,8.7,1.8,1.6,12.6,25.6,0.7,2.6,3.3,0.054,-0.7,-0.7,-1.4,0.5,N/A,N/A,2009
Rudy Gay,200752,SF,21,V,MEM,81,3000,17.4,0.546,0.286,0.233,5.2,13.5,9.3,9.3,1.9,1.9,11.3,25,2.9,2.1,5,0.08,1.3,-0.5,0.8,2.1,N/A,N/A,2008
Rudy Gay,200752,3,20,R,MEM,78,2103,12.4,0.497,0.188,0.275,5.3,14.5,9.9,8,1.7,2.7,14.1,21.3,-0.5,1,0.5,0.011,-2.2,-0.3,-2.5,-0.3,9.1,0.4,2007
Rudy Gobert,203497,C,26,V,UTA,81,2577,24.6,0.682,0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,2,5.1,7,5.9,N/A,N/A,2019
Rudy Gobert,203497,C,25,V,UTA,56,1816,20.7,0.657,0,0.673,10.4,27,18.8,6.9,1.2,6,15.7,16.9,4.2,3.9,8.1,0.214,-0.3,4.6,4.3,2.9,N/A,N/A,2018
Rudy Gobert,203497,C,24,V,UTA,81,2744,23.3,0.682,0.002,0.763,13.6,29.5,21.8,5.7,0.9,6.4,15.1,16.7,8.3,6,14.3,0.25,1.4,4.5,5.8,5.4,N/A,N/A,2017
Rudy Gobert,203497,C,23,V,UTA,61,1932,17.5,0.582,0,0.799,12.6,27.7,20.2,7.4,1.2,5.9,19.2,14.2,2.6,3.8,6.4,0.16,-1.1,4.8,3.7,2.8,N/A,N/A,2016
Rudy Gobert,203497,5,22,R,UTA,82,2158,21.6,0.627,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7,16.9,14,5,4.3,9.3,0.206,0.7,5.1,5.8,4.3,6.2,0.7,2015
Rumeal Robinson,716,PG,30,V,TOT,54,508,10.5,0.491,0.341,0.213,1.4,9.3,5.4,22.6,2.5,0.3,19.3,19.7,-0.1,0.6,0.5,0.046,-2.7,-1.3,-4,-0.3,N/A,N/A,1997
Russell Westbrook,201566,PG,30,V,OKC,73,2630,21.1,0.501,0.279,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,1.8,5,6.8,0.124,2.5,3.9,6.5,5.6,N/A,N/A,2019
Russell Westbrook,201566,PG,29,V,OKC,80,2914,24.7,0.524,0.193,0.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,5.5,4.5,10.1,0.166,5.1,3.1,8.2,7.5,N/A,N/A,2018
Russell Westbrook,201566,PG,28,V,OKC,81,2802,30.6,0.554,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,13.1,0.224,10.9,4.7,15.6,12.4,N/A,N/A,2017
Russell Westbrook,201566,PG,27,V,OKC,80,2750,27.6,0.554,0.236,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,10,4,14,0.245,7.6,2.4,10,8.3,N/A,N/A,2016
Russell Westbrook,201566,PG,26,V,OKC,67,2302,29.1,0.536,0.196,0.445,5.9,16.7,11.4,47,3,0.5,14.3,38.4,7.5,3.2,10.6,0.222,8.8,2.2,11,7.6,N/A,N/A,2015
Russell Westbrook,201566,PG,25,V,OKC,46,1412,24.7,0.545,0.271,0.37,4.6,15.9,10.5,40.2,3.1,0.4,16.1,34.4,3,2.3,5.2,0.178,5.2,1.2,6.4,3,N/A,N/A,2014
Russell Westbrook,201566,PG,24,V,OKC,82,2861,23.9,0.532,0.195,0.375,4.8,11.8,8.6,38.4,2.6,0.6,13.2,32.8,7.7,3.9,11.6,0.195,4.7,0.3,5,5.1,N/A,N/A,2013
Russell Westbrook,201566,PG,23,V,OKC,66,2331,22.9,0.538,0.155,0.326,5,9.4,7.4,29.8,2.5,0.7,14.2,32.7,5.5,2.4,7.9,0.163,3.7,-0.5,3.2,3,N/A,N/A,2012
Russell Westbrook,201566,PG,22,V,OKC,82,2847,23.6,0.538,0.074,0.454,5.2,10.3,7.8,42.7,2.8,0.8,15.9,31.6,6.3,3.1,9.4,0.159,4.4,0.5,5,5,N/A,N/A,2011
Russell Westbrook,201566,PG,21,V,OKC,82,2813,17.8,0.491,0.09,0.364,6,10.3,8.2,38.6,2,0.9,16.6,25.7,2.7,3.4,6.1,0.105,1.4,0.6,2.1,2.9,N/A,N/A,2010
Russell Westbrook,201566,1,20,R,OKC,82,2668,15.2,0.489,0.118,0.391,7.6,9.7,8.6,27.5,2.1,0.4,17.6,25.8,-0.1,2,1.9,0.035,0.1,-0.2,-0.1,1.3,37.4,4.3,2009
Rusty LaRue,1601,PG,28,V,UTA,33,542,10,0.482,0.27,0.189,2.4,8.5,5.4,22.3,1.7,1,17.7,20.2,0,0.3,0.3,0.027,-2,-2.2,-4.2,-0.3,N/A,N/A,2002
Rusty LaRue,1601,1,25,R,CHI,43,732,8.9,0.452,0.41,0.078,1.4,8,4.5,16.2,2.5,0.3,13.2,16.6,-0.3,0.5,0.3,0.016,-2.9,-1.4,-4.3,-0.4,-1,-10,1999
Ryan Anderson,201583,PF,29,V,HOU,66,1725,12.6,0.592,0.706,0.194,6.2,15.4,10.8,5.1,0.7,1,7.5,14.4,3.1,1.7,4.8,0.132,1,-0.8,0.2,1,N/A,N/A,2018
Ryan Anderson,201583,PF,28,V,HOU,72,2116,13.5,0.583,0.655,0.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,4,1.1,5.2,0.118,1.8,-2.6,-0.8,0.6,N/A,N/A,2017
Ryan Anderson,201583,PF,27,V,NOP,66,2008,17.2,0.546,0.385,0.245,7,15.2,10.9,6.1,0.9,1,8,24.7,3.1,0.8,3.9,0.092,1.5,-2.9,-1.4,0.3,N/A,N/A,2016
Ryan Anderson,201583,PF,26,V,NOP,61,1675,15.6,0.524,0.492,0.207,7.3,12.7,10,5.4,1,0.9,7.2,23.4,2.6,0.9,3.5,0.1,2,-3.1,-1.1,0.4,N/A,N/A,2015
Ryan Anderson,201583,PF,25,V,NOP,22,795,18.8,0.572,0.463,0.175,9.5,11.3,10.4,3.6,0.7,0.7,5,22.9,2.2,0.1,2.3,0.138,4.3,-4.5,-0.1,0.4,N/A,N/A,2014
Ryan Anderson,201583,PF,24,V,NOH,81,2503,18.1,0.548,0.5,0.161,8.9,15.9,12.4,6.9,0.9,1,7.5,24,5.7,0.8,6.5,0.125,4.1,-2.9,1.3,2.1,N/A,N/A,2013
Ryan Anderson,201583,PF,23,V,ORL,61,1964,21.2,0.589,0.557,0.226,13,14.7,13.8,5.1,1.4,1,6.4,21.2,7,1.9,8.9,0.219,5.9,-1.3,4.6,3.3,N/A,N/A,2012
Ryan Anderson,201583,PF,22,V,ORL,64,1424,19,0.591,0.65,0.223,10.8,18.1,14.5,6.2,1.1,2.1,7.8,20.4,4,2.5,6.4,0.216,4.1,0.2,4.4,2.3,N/A,N/A,2011
Ryan Anderson,201583,PF,21,V,ORL,63,911,18.1,0.574,0.544,0.211,9.2,16.2,12.8,7.1,1.4,1.1,11.7,24.4,1.7,1.4,3.1,0.161,2.3,-1,1.3,0.8,N/A,N/A,2010
Ryan Anderson,201583,4,20,R,NJN,66,1312,13.6,0.532,0.464,0.285,9.3,19,14.1,6.4,1.8,1.2,12.1,18.6,1.3,1.2,2.5,0.09,-0.1,-1,-1.1,0.3,6.1,4.7,2009
Ryan Arcidiacono,1627853,1,24,R,CHI,81,1961,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12,11.7,2.8,0.9,3.7,0.09,-0.1,-1,-1,0.5,N/A,N/A,2019
Ryan Bowen,1763,SF,32,V,NOH,53,660,9.9,0.505,0.01,0.29,9.5,8.2,8.9,5.2,2.6,1.3,11.7,9,0.6,0.8,1.5,0.107,-1.3,2.5,1.2,0.5,N/A,N/A,2008
Ryan Bowen,1763,SF,30,V,HOU,68,652,4,0.338,0.177,0.113,5.7,10.1,7.9,5.9,1.8,0.8,9.1,10.5,-0.6,0.8,0.2,0.012,-5.6,1.2,-4.4,-0.4,N/A,N/A,2006
Ryan Bowen,1763,SF,29,V,HOU,66,604,7.7,0.462,0.054,0.189,4.2,10.4,7.3,4.7,2.1,0.6,5.5,9.9,0.2,0.9,1.1,0.087,-3.7,1.6,-2.1,0,N/A,N/A,2005
Ryan Bowen,1763,SG,27,V,DEN,62,996,12.7,0.519,0.036,0.208,8.7,9.7,9.2,9.3,3.4,2.3,16.7,11.5,0.6,1.6,2.1,0.102,-2.1,3.2,1.1,0.8,N/A,N/A,2003
Ryan Bowen,1763,SF,26,V,DEN,75,1686,11.4,0.524,0.039,0.3,8.6,11.7,10.1,4.8,2.4,1.8,10.6,10.3,1.9,1.2,3.1,0.088,-1.3,1.6,0.3,1,N/A,N/A,2002
Ryan Bowen,1763,SF,25,V,DEN,57,696,13.3,0.585,0.076,0.306,9.6,8.1,8.8,6.8,2.8,1.2,12.8,12,1.2,0.4,1.7,0.114,0.2,0.7,0.9,0.5,N/A,N/A,2001
Ryan Bowen,1763,3,24,R,DEN,52,589,11.8,0.467,0.077,0.453,13.7,7.3,10.5,4.9,3.4,1.5,9.1,11.4,0.8,0.6,1.4,0.111,-0.3,1.4,1.1,0.5,6.4,-1.7,2000
Ryan Gomes,101155,SF,28,V,LAC,76,2095,9,0.504,0.418,0.168,3.4,10.7,7.1,8.5,1.5,0.4,9.2,12.7,1.3,1.2,2.5,0.057,-1,-0.1,-1.1,0.5,N/A,N/A,2011
Ryan Gomes,101155,SF,27,V,MIN,76,2210,12.1,0.528,0.272,0.172,3.8,14,8.8,8.8,1.4,0.5,10.8,17.4,1.5,0.9,2.4,0.052,-0.8,-0.9,-1.7,0.2,N/A,N/A,2010
Ryan Gomes,101155,SF,26,V,MIN,82,2614,12.5,0.518,0.293,0.186,4.6,13.3,8.8,8.7,1.3,0.6,10.8,20.4,1.3,1.3,2.5,0.046,-0.3,-0.9,-1.3,0.5,N/A,N/A,2009
Ryan Gomes,101155,PF,25,V,MIN,82,2434,15.7,0.539,0.209,0.267,6.1,16.8,11.3,9.6,1.4,0.3,9.1,19.5,3.6,1.2,4.8,0.096,0.7,-1,-0.3,1.1,N/A,N/A,2008
Ryan Gomes,101155,PF,24,V,BOS,73,2275,13.7,0.534,0.058,0.322,6.4,15.2,10.7,9.2,1.1,0.4,11.3,18.5,2.5,1.7,4.2,0.089,-0.7,-0.5,-1.2,0.5,N/A,N/A,2007
Ryan Gomes,101155,4,23,R,BOS,61,1376,14,0.548,0.025,0.42,9.3,16.9,13.2,6.8,1.3,0.3,11.6,15.9,1.9,1.2,3.1,0.108,-1.1,-0.8,-1.9,0.1,9,-0.1,2006
Ryan Hollins,200797,C,28,V,LAC,60,663,11.3,0.674,0,0.772,9.1,15.7,12.5,2.4,0.5,4.3,22.4,13.6,1,0.8,1.7,0.125,-2.2,0.3,-1.9,0,N/A,N/A,2013
Ryan Hollins,200797,C,27,V,TOT,39,522,6.9,0.56,0,0.893,7.4,10.7,9,2.7,0.5,2.5,23,13.4,-0.1,0.3,0.2,0.023,-4.6,-0.6,-5.1,-0.4,N/A,N/A,2012
Ryan Hollins,200797,C,26,V,CLE,70,1182,10.7,0.642,0,0.744,6.6,11.6,9,3.6,1,2.7,18.7,13.7,1.3,0.5,1.8,0.072,-2.5,-0.2,-2.7,-0.2,N/A,N/A,2011
Ryan Hollins,200797,C,25,V,MIN,73,1223,11,0.6,0.003,0.521,7.1,11.9,9.5,6.4,0.8,2.3,20.3,16.6,0.8,0.5,1.2,0.048,-2.6,-0.7,-3.3,-0.4,N/A,N/A,2010
Ryan Hollins,200797,4,23,R,CHA,60,532,11.4,0.565,0,0.872,11.4,11.7,11.6,4,1,4.3,16.1,13.3,0.6,0.4,1.1,0.096,-2.7,0.6,-2.2,0,4.6,-2.9,2008
Ryan Kelly,203527,PF,23,V,LAL,52,1233,8.6,0.473,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14,0.4,0.3,0.7,0.027,-2.1,-0.8,-2.8,-0.3,N/A,N/A,2015
Ryan Kelly,203527,4,22,R,LAL,59,1312,12.6,0.548,0.383,0.364,3.4,14.4,8.9,10.7,1.2,2.5,9.8,15.9,1.5,0.7,2.2,0.081,-0.5,0.3,-0.2,0.6,7.6,-5.1,2014
Salah Mejri,1626257,C,31,V,DAL,61,729,17.8,0.644,0.022,0.482,12.5,25.4,18.7,7.2,1.5,8.2,19,12.8,1.3,1.3,2.7,0.175,-2.2,5.3,3.1,0.9,N/A,N/A,2018
Salim Stoudamire,101136,SG,24,V,ATL,61,1034,11.4,0.518,0.365,0.16,0.7,8,4.3,10.9,1.1,0.2,10.8,22.7,0.5,0.3,0.8,0.036,-1.2,-4.2,-5.4,-0.9,N/A,N/A,2007
Salim Stoudamire,101136,2,23,R,ATL,61,1236,12.5,0.545,0.439,0.224,1.1,10.4,5.6,10.5,1.2,0.2,13.2,22.9,1.1,0,1.2,0.046,-0.2,-4.3,-4.5,-0.8,-1,-10,2006
Sam Cassell,208,PG,38,V,TOT,55,1274,15.4,0.517,0.143,0.271,1.6,10.8,6.2,31.5,1.5,0.4,14,25.1,0.7,1.1,1.8,0.067,-0.2,-1.7,-1.9,0,N/A,N/A,2008
Sam Cassell,208,PG,37,V,LAC,58,1407,17.1,0.506,0.174,0.291,2.3,11.8,7.1,35.3,1.1,0.4,12.5,26.5,1.7,1,2.8,0.095,1.4,-2.4,-0.9,0.4,N/A,N/A,2007
Sam Cassell,208,PG,36,V,LAC,78,2653,18.5,0.534,0.171,0.301,1.8,10.4,6.3,32.5,1.5,0.3,12.2,25,4.8,2.8,7.6,0.137,2.8,-1,1.8,2.5,N/A,N/A,2006
Sam Cassell,208,PG,35,V,MIN,59,1522,18.6,0.529,0.15,0.226,2,9.5,5.9,35.2,1.3,0.7,12.6,26.4,2.8,1,3.8,0.119,2.5,-2,0.6,1,N/A,N/A,2005
Sam Cassell,208,PG,34,V,MIN,81,2838,22.8,0.566,0.146,0.261,1.9,8.7,5.5,38,1.9,0.5,13.5,27.2,8.8,3.3,12.1,0.205,5.3,-1,4.3,4.5,N/A,N/A,2004
Sam Cassell,208,PG,33,V,MIL,78,2700,22.3,0.565,0.14,0.385,2.5,12.4,7.4,29.6,1.7,0.4,11.5,26.5,8.8,0.8,9.6,0.171,4.5,-2,2.6,3.1,N/A,N/A,2003
Sam Cassell,208,PG,32,V,MIL,74,2605,21.3,0.545,0.17,0.274,2.5,10.9,6.9,34.3,1.8,0.3,11.7,27.3,7.2,1.4,8.6,0.158,4.2,-1.9,2.3,2.8,N/A,N/A,2002
Sam Cassell,208,PG,31,V,MIL,76,2709,20.1,0.542,0.087,0.285,1.9,10.1,6.1,36.4,1.7,0.2,14.7,24.9,7,1.4,8.5,0.15,2.9,-1.9,1.1,2.1,N/A,N/A,2001
Sam Cassell,208,PG,30,V,MIL,81,2899,21.1,0.551,0.077,0.38,2.8,9.3,6.1,41.1,1.8,0.2,16.4,25,8.4,0.8,9.2,0.152,4.1,-2.3,1.8,2.7,N/A,N/A,2000
Sam Cassell,208,PG,28,V,NJN,75,2606,21,0.533,0.069,0.439,3,7.4,5.1,40.4,2.4,0.6,16.3,27.5,6.6,1.7,8.3,0.152,4.1,-1.5,2.6,3,N/A,N/A,1998
Sam Cassell,208,PG,27,V,TOT,61,1714,18.4,0.541,0.295,0.321,3,9.1,6,31.8,2.3,0.8,15.8,27.3,2.7,1.1,3.9,0.108,2.8,-1.6,1.2,1.4,N/A,N/A,1997
Sam Dekker,1626155,PF,24,V,TOT,47,788,13.3,0.519,0.242,0.18,7.2,13.5,10.2,8.3,2.3,0.7,8,16.2,0.6,0.5,1,0.064,-1.5,-0.8,-2.3,-0.1,N/A,N/A,2019
Sam Dekker,1626155,PF,23,V,LAC,73,883,11.5,0.534,0.232,0.216,5.6,16,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,0.066,-2.1,-1,-3.1,-0.2,N/A,N/A,2018
Sam Dekker,1626155,3,22,R,HOU,77,1419,13,0.549,0.436,0.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,1.9,1.2,3.1,0.105,-0.4,-0.6,-1.1,0.3,N/A,N/A,2017
Sam Jacobson,1734,1,24,R,TOT,52,681,11.1,0.554,0.113,0.193,3.6,7.6,5.5,7.9,2.2,0.3,12.5,16.3,0.7,0.2,0.9,0.063,-1.7,-1.8,-3.5,-0.3,-1,-10,2000
Sam Mack,694,SF,28,V,TOT,44,1083,15.4,0.576,0.57,0.151,1.6,8.6,5.1,9.3,1.7,0.3,7.5,19,2.6,0.3,2.8,0.126,2.9,-2.8,0,0.6,N/A,N/A,1999
Sam Mack,694,SF,27,V,VAN,57,1414,12.4,0.519,0.481,0.138,2.4,8.4,5.4,11.9,1.5,0.5,10.4,20.8,1.3,-0.2,1.1,0.037,1.1,-3.4,-2.4,-0.1,N/A,N/A,1998
Sam Mack,694,SF,26,V,HOU,52,904,10.2,0.521,0.542,0.16,2.7,10.5,6.8,9.9,1.7,0.5,13,16.2,0.4,1,1.3,0.071,-1.5,-0.5,-2,0,N/A,N/A,1997
Sam Mitchell,417,SF,38,V,MIN,74,726,9.4,0.491,0.154,0.216,2.9,10.1,6.5,9.3,0.9,0.4,9.5,17.1,0.5,0.4,0.9,0.058,-2.4,-2.3,-4.6,-0.5,N/A,N/A,2002
Sam Mitchell,417,SF,37,V,MIN,82,983,8.2,0.455,0.149,0.19,3.2,11.2,7.1,8.6,1.4,0.7,10.3,16.1,0,0.6,0.6,0.03,-3.4,-1.5,-4.9,-0.7,N/A,N/A,2001
Sam Mitchell,417,SF,36,V,MIN,66,1227,12,0.513,0.061,0.245,2.6,10.5,6.5,13.4,1.2,0.8,9.6,16.9,1.4,0.9,2.3,0.092,-1.5,-1.2,-2.7,-0.2,N/A,N/A,2000
Sam Mitchell,417,SF,35,V,MIN,50,1344,14.1,0.472,0.073,0.316,4.2,11.5,7.6,12,1.4,0.9,5.4,20.6,1.9,1.1,3,0.108,-0.6,-1,-1.6,0.1,N/A,N/A,1999
Sam Mitchell,417,SF,34,V,MIN,81,2239,15.8,0.539,0.054,0.365,6,13.4,9.8,7.6,1.5,0.7,6.6,19.7,4.7,1.4,6.1,0.131,0.4,-1.3,-0.9,0.6,N/A,N/A,1998
Sam Mitchell,417,SF,33,V,MIN,82,2044,11.8,0.523,0.041,0.489,6.5,12.3,9.4,6.3,1.3,0.7,11.3,18.5,1.8,1.5,3.3,0.077,-2.1,-1.4,-3.5,-0.8,N/A,N/A,1997
Sam Perkins,64,PF,39,V,IND,64,999,11.1,0.499,0.487,0.168,3.7,15,9.5,6.6,1.8,1.3,7.3,12.2,0.9,1.2,2,0.098,-1.4,0.4,-0.9,0.3,N/A,N/A,2001
Sam Perkins,64,PF,38,V,IND,81,1620,12.1,0.555,0.494,0.22,4.6,15,10,6.4,1,1.3,11.5,15.3,1.9,1.6,3.5,0.103,0.4,0,0.4,1,N/A,N/A,2000
Sam Perkins,64,PF,37,V,IND,48,789,12.1,0.526,0.45,0.3,5.5,15.1,10.4,5.2,1.1,1.3,8.9,15.1,1.2,0.5,1.7,0.103,0.9,-0.7,0.2,0.4,N/A,N/A,1999
Sam Perkins,64,PF,36,V,SEA,81,1675,13.6,0.55,0.471,0.272,3.9,14.2,9.1,10.3,2,1.3,10.5,16.3,2.6,2,4.5,0.129,0.6,0,0.6,1.1,N/A,N/A,1998
Sam Perkins,64,C,35,V,SEA,81,1976,17,0.584,0.467,0.346,4.5,13.8,9.2,8.5,1.9,2.1,9.2,19.4,4.4,2.7,7.1,0.173,1.8,-0.1,1.8,1.9,N/A,N/A,1997
Sam Young,201970,SG,27,V,IND,56,693,7.5,0.464,0.351,0.291,4.3,15.3,9.9,9.4,1.2,0.9,16.5,13.2,-0.2,1.1,0.9,0.062,-3.8,1,-2.8,-0.1,N/A,N/A,2013
Sam Young,201970,SF,25,V,MEM,78,1577,12.5,0.525,0.101,0.235,3,11.2,7.1,6.9,2.3,1.2,10.1,17.3,1.1,1.8,2.9,0.088,-1.6,0.3,-1.3,0.3,N/A,N/A,2011
Sam Young,201970,3,24,R,MEM,80,1321,13,0.518,0.113,0.352,6.8,11,8.9,6.2,1.3,1.2,14.1,22.1,0.6,0.7,1.2,0.044,-2.1,-2.2,-4.4,-0.8,8.3,-4.1,2010
Samaki Walker,955,C,26,V,LAL,67,1243,11.6,0.465,0.004,0.369,10.3,23.1,16.7,7.5,0.8,3.2,15,13.4,0.6,1.4,2.1,0.079,-3.4,0.8,-2.6,-0.2,N/A,N/A,2003
Samaki Walker,955,PF,25,V,LAL,69,1655,14.5,0.545,0,0.353,8.7,23.2,16,5.7,0.9,3.8,11.2,12.9,2.4,2.8,5.3,0.153,-1.7,2.3,0.6,1.1,N/A,N/A,2002
Samaki Walker,955,PF,24,V,SAS,61,963,12.2,0.524,0.012,0.492,8.3,19.7,14.3,5,0.6,2.9,18.2,18.3,0.2,1.7,1.9,0.093,-3.6,0.9,-2.6,-0.2,N/A,N/A,2001
Samaki Walker,955,PF,23,V,SAS,71,980,13.1,0.499,0,0.413,9.3,21.6,15.8,6.4,0.5,2.5,15.1,20,0.3,1.7,2,0.098,-3.6,0.4,-3.2,-0.3,N/A,N/A,2000
Samaki Walker,955,PF,22,V,DAL,39,568,12.6,0.491,0.005,0.516,9,19.3,14.1,1.9,0.9,2,13.7,21.8,0.1,0.5,0.6,0.047,-4.1,-3.1,-7.2,-0.7,N/A,N/A,1999
Samaki Walker,955,PF,21,V,DAL,41,1027,14.4,0.502,0.003,0.302,10.2,22.8,16.4,4.1,1.6,2.7,14.4,18.9,0.1,1.3,1.4,0.067,-3.7,-0.2,-3.9,-0.5,N/A,N/A,1998
Samaki Walker,955,4,20,R,DAL,43,602,12.2,0.487,0.005,0.396,8.9,19.6,14.2,4.9,1.3,2.9,15.1,19.7,-0.2,0.7,0.5,0.037,-5.1,-0.3,-5.4,-0.5,4.8,-3.7,1997
Samardo Samuels,202396,C,23,V,CLE,54,825,11.1,0.517,0,0.506,8.4,16.8,12.4,4.2,1.3,1.8,16.5,18.4,0.2,0.5,0.7,0.039,-4.1,-1.4,-5.4,-0.7,N/A,N/A,2012
Samardo Samuels,202396,4,22,R,CLE,37,701,11.7,0.498,0.012,0.456,12,14,13,4.2,1.1,2,15.5,22.1,-0.3,0.3,0,0.002,-3.9,-2,-5.9,-0.7,-1,-10,2011
Samuel Dalembert,2223,C,33,V,NYK,32,544,11.8,0.461,0,0.154,10.9,25.1,17.8,8.6,1.4,6.3,21.9,15,-0.4,0.7,0.3,0.023,-5.2,3,-2.2,0,N/A,N/A,2015
Samuel Dalembert,2223,C,32,V,DAL,80,1614,16.8,0.605,0.003,0.363,14.4,24.2,19.4,3.4,1.3,4.8,17.1,14.8,2.9,2.1,4.9,0.147,-0.9,1.5,0.6,1.1,N/A,N/A,2014
Samuel Dalembert,2223,C,31,V,MIL,47,765,18.6,0.565,0.004,0.217,14.2,24.9,19.4,4.5,1.1,5.1,15.5,18.7,0.9,1.2,2.2,0.137,-2.3,1,-1.2,0.1,N/A,N/A,2013
Samuel Dalembert,2223,C,30,V,HOU,65,1446,16.9,0.551,0.003,0.286,12.6,24.1,18.3,3.6,1.3,5.7,15.6,16.6,1.8,2.3,4.1,0.137,-2.1,2.4,0.3,0.8,N/A,N/A,2012
Samuel Dalembert,2223,C,29,V,SAC,80,1938,14.1,0.509,0.004,0.261,12.1,26.9,19.3,5.3,0.9,4.3,17.3,17.1,0.4,2.5,2.9,0.072,-3.6,1.6,-2,0,N/A,N/A,2011
Samuel Dalembert,2223,C,28,V,PHI,82,2124,16.8,0.573,0,0.254,13.1,30.7,21.8,4.7,1,5.6,17.5,15.1,2.3,3,5.2,0.118,-2.3,1.9,-0.4,0.9,N/A,N/A,2010
Samuel Dalembert,2223,C,27,V,PHI,82,2036,13.2,0.535,0.005,0.286,12.5,28.9,20.6,1.4,0.9,5.8,19.3,13.6,0.5,3.5,4,0.095,-4.2,1.7,-2.5,-0.3,N/A,N/A,2009
Samuel Dalembert,2223,C,26,V,PHI,82,2724,15.6,0.556,0.002,0.398,13.1,24,18.5,2.5,0.8,5.6,16.6,15.4,2.6,4.3,6.9,0.121,-2.1,2.2,0.1,1.5,N/A,N/A,2008
Samuel Dalembert,2223,C,25,V,PHI,82,2535,16.1,0.581,0.003,0.34,11.3,23.3,17.4,4.2,1,4.8,17.5,16.7,2.5,3.6,6.2,0.117,-1.5,2.1,0.6,1.6,N/A,N/A,2007
Samuel Dalembert,2223,C,24,V,PHI,66,1761,14.2,0.568,0.003,0.358,10.6,25.4,18,2.2,1,6.9,20,13.8,0.9,2.6,3.6,0.097,-3.8,2.2,-1.6,0.2,N/A,N/A,2006
Samuel Dalembert,2223,C,23,V,PHI,72,1785,14.4,0.543,0,0.31,11.6,22.6,17.1,3.3,1.3,5.3,17.4,16.3,0.8,3.1,3.9,0.104,-3.7,2.2,-1.5,0.2,N/A,N/A,2005
Samuel Dalembert,2223,5,22,R,PHI,82,2197,16.1,0.566,0.002,0.349,10.5,22.9,16.8,1.7,1.1,6.8,13,14.1,3,4,6.9,0.151,-2.4,2.5,0.1,1.2,3.1,-2.3,2004
